,Employer (Petitioner) Name,Petitioner State,Original_NAICS,Matched_NAICS,Final_NAICS,Standardized_Original_NAICS,Standardized_Matched_NAICS,Standardized_Final_NAICS,NAICS_Source
37398,MCKAY ARCHITECTURE AND DESIGN PLLC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37402,MCKENZIE & OKRA FABRIC INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37409,MCKINSEY & COMPANY INC US,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37410,MCKINSEY & COMPANY INC US,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37423,MCLAREN ENGINES INC,MI,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37428,MCLEAN CONTRACTING COMPANY,MD,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37429,MCLEAN HOSPITAL,MA,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
37441,MCM SUPPLIES INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37446,MCNAMEE HOSEA JERNIGAN KIM GREEN &,MD,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_core)
37454,MCO CONSTRUCTION AND SERVICES INC,FL,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (token_based)
37457,MCP METALSPECIALTIES INC DBA 5N PL,CT,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37458,MCR INVESTMENT CORP DBA ROYAL INN,TX,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37469,MCW SOLUTIONS LLC,VA,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37474,MD DISTRIBUTORS INC,NJ,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37486,MDI CONSULTANTS INC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37487,MDICS AT CALVERT LLC,MD,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
37493,MDM SVCS INC,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37500,MDTABLET LLC,NJ,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37506,MEADOWS FAMILY CHIROPRACTIC,WA,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (token_based)
37508,MEADWESTVACO CORPORATION,VA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37509,MEADWESTVACO CORPORATION,VA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37512,MEASURECOMP LLC,MI,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37513,MEASURED PROGRESS INC,NH,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
37516,MECCA CONTRACTING INC,NY,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37517,MECHANICAL CONTRACTORS INC,NC,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37519,MECHATRONICS INC,MI,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37522,MECO ELECTRIC CO,NY,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37531,MED DECISION LLC,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37536,MED MGMT INTL INC DBA BANFIELD PET,OR,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37554,MED-TEK CONTRACTING INC,NY,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37559,MEDACTA USA INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37570,MEDCO HEALTH SERVICES INC,NJ,,"('44-45', 'Retail Trade')","('44-45', 'Retail Trade')","('Unknown', 'Unknown or Unclassified Industries')","('44-45', 'Retail Trade')","('44-45', 'Retail Trade')",Matched (exact_state_full)
37577,MEDEANALYTICS INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37579,MEDECISION INC,PA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37582,MEDESTEA USA HOLDING INC,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37594,MEDHA INFO SOLUTIONS,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37600,MEDIA BAZAAR AD INC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37604,MEDIA CREATION TECHNOLOGIES INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37606,MEDIA EXCEL INC,TX,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37620,MEDIA6DEGREES INC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37622,MEDIABANK,IL,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37627,MEDIACOM COMMUNICATIONS CORP,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_full_any_state)
37632,MEDIALETS INC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37640,MEDIAPLEX INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37642,MEDIASTAY NORTH AMERICA INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37646,MEDIATEK USA INC,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37649,MEDIATEK WIRELESS INC,MA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37661,MEDICAL B & T SVCS LLC DBA PRACTIC,FL,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_core)
37682,MEDICAL DIRECTIONS INC,AZ,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37683,MEDICAL DYNAMIC SYSTEMS INC,NY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
37693,MEDICAL INSTILL TECHNOLOGIES INC,CT,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37713,MEDICATH LLC,AL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37720,MEDICITI DRUGS INC DBA RIDGEWOOD P,NY,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37724,MEDICOS GENERAL PLLC,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37737,MEDIMMUNE LLC,MD,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37744,MEDIPHARMA INC,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37747,MEDISON ECONET CORPORATION,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37749,MEDISOUTH LLC,TX,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37750,MEDISPEC LTD,MD,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37752,MEDITERRANEAN SHIPPING CO (USA) IN,NY,,"('48-49', 'Transportation and Warehousing')","('48-49', 'Transportation and Warehousing')","('Unknown', 'Unknown or Unclassified Industries')","('48-49', 'Transportation and Warehousing')","('48-49', 'Transportation and Warehousing')",Matched (exact_state_core)
37754,MEDIVERSE INTL INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37756,MEDIWARE ALTERNATE CARE SOLNS INC,IL,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_core_any_state)
37759,MEDLEY GLOBAL ADVISORS LLC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37767,MEDNETWORLD COM INC,MN,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37771,MEDPHARM,GU,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37790,MEDSTREAMING LLC,WA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37800,MEDTRONIC INC,MN,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_state_full)
37803,MEDTRUST ONLINE LLC,AZ,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37804,MEDUSA INTL TRADE INC,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37815,MEEBO INC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37821,MEETINGONE COM CORP,CO,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37828,MEGA CONTRACTING INC,NY,,"('23', 'Construction')","('23', 'Construction')","('Unknown', 'Unknown or Unclassified Industries')","('23', 'Construction')","('23', 'Construction')",Matched (exact_state_full)
37843,MEGA USA INC,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37845,MEGACOM CORPORATION,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37857,MEGO INC,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37863,MEHRETU COMMISSION STUDIO LLC,NY,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37869,MEI SERVICES INC,GA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37880,MEJIA-MAIDL ORTHODONTICS P A,TX,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
37881,MEKTEC INTL CORP,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37882,MEL CHEMICALS INC,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
37897,MELLON INVESTOR SERVICES LLC,PA,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
37905,MELVILLE HOUSE PUBLISHING LLC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
37908,MELWOOD HORTICULTURAL TRAINING CTR,MD,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
37913,MEMC ELECTRONIC MATERIALS INC,MO,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37922,MEMEO INC,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
37925,MEMOLANE INC,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_full_any_state)
37940,MEMORIAL HOSP OF LARAMIE COUNTY DB,WY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (token_based)
37951,MEMORIAL SLOAN KETTERING CANCER CE,NY,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_core)
37955,MEMORY LANE,WA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (token_based)
37957,MEMPHIS CITY SCHOOLS,TN,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (exact_state_full)
37964,MEMSTAFF INC,MA,,"('56', 'Administrative and Support and Waste Management and Remediation Services')","('56', 'Administrative and Support and Waste Management and Remediation Services')","('Unknown', 'Unknown or Unclassified Industries')","('56', 'Administrative and Support and Waste Management and Remediation Services')","('56', 'Administrative and Support and Waste Management and Remediation Services')",Matched (exact_state_full)
37966,MEN WOMEN NY MODEL MANAGEMENT INC,NY,,"('71', 'Arts, Entertainment, and Recreation')","('71', 'Arts, Entertainment, and Recreation')","('Unknown', 'Unknown or Unclassified Industries')","('71', 'Arts, Entertainment, and Recreation')","('71', 'Arts, Entertainment, and Recreation')",Matched (exact_state_full)
37983,MENSSANA RESEARCH INC,NJ,,"('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')","('Unknown', 'Unknown or Unclassified Industries')","('62', 'Health Care and Social Assistance')","('62', 'Health Care and Social Assistance')",Matched (exact_state_full)
37990,MENTOR GRAPHICS CORP,OR,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38001,MERCADAGRO INTL CORP,FL,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
38002,MERCADO PAN Y ROSAS LLC,NY,,"('72', 'Accommodation and Food Services')","('72', 'Accommodation and Food Services')","('Unknown', 'Unknown or Unclassified Industries')","('72', 'Accommodation and Food Services')","('72', 'Accommodation and Food Services')",Matched (exact_state_full)
38013,MERCEDES BENZ RESEARCH & DEVELOPME,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_core)
38025,MERCHANDISING MANUFACTURING SOURCI,CA,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
38031,MERCK & CO INC,NJ,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38034,MERCOM GROUP LLC,NJ,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38036,MERCOM INC DBA MERCOM CORP,SC,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
38037,MERCON COFFEE CORPORATION,NJ,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_full_any_state)
38039,MERCURIA ENERGY AMERICA INC,CT,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
38096,MERGENT INC,NC,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_full_any_state)
38097,MERGERMARKET (U S) LTD,NY,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
38099,MERIAL SELECT INC,GA,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_state_full)
38111,MERIDIAN NURSE RECRUITERS INC,NY,,"('56', 'Administrative and Support and Waste Management and Remediation Services')","('56', 'Administrative and Support and Waste Management and Remediation Services')","('Unknown', 'Unknown or Unclassified Industries')","('56', 'Administrative and Support and Waste Management and Remediation Services')","('56', 'Administrative and Support and Waste Management and Remediation Services')",Matched (exact_state_full)
38112,MERIDIAN OFFICE SYSTEMS INC,TX,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
38137,MERITEK ELECTRONICS CORPORATION,CA,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
38143,MERKURY INNOVATIONS LLC,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
38144,MERRICK & COMPANY,CO,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38146,MERRICK GROUP LLC,TX,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
38148,MERRILL LYNCH,NJ,,"('52', 'Finance and Insurance')","('52', 'Finance and Insurance')","('Unknown', 'Unknown or Unclassified Industries')","('52', 'Finance and Insurance')","('52', 'Finance and Insurance')",Matched (exact_state_full)
38170,MERUIT CONSULTING LLC,TN,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_full)
38175,MESA DEVELOPMENT CO,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38186,MESQUITE INDEPENDENT SCH DISTRICT,TX,,"('61', 'Educational Services')","('61', 'Educational Services')","('Unknown', 'Unknown or Unclassified Industries')","('61', 'Educational Services')","('61', 'Educational Services')",Matched (token_based)
38191,MESSAGE BROADCAST COM LLC,CA,,"('51', 'Information')","('51', 'Information')","('Unknown', 'Unknown or Unclassified Industries')","('51', 'Information')","('51', 'Information')",Matched (exact_state_full)
38212,METACOMP TECHNOLOGIES INC,CA,,"('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')","('Unknown', 'Unknown or Unclassified Industries')","('54', 'Professional, Scientific, and Technical Services')","('54', 'Professional, Scientific, and Technical Services')",Matched (exact_state_full)
38219,METAL GREEN RECYCLING INDS INC,NY,,"('42', 'Wholesale Trade')","('42', 'Wholesale Trade')","('Unknown', 'Unknown or Unclassified Industries')","('42', 'Wholesale Trade')","('42', 'Wholesale Trade')",Matched (exact_state_core)
38220,METAL MANAGEMENT ALABAMA INC,IL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
38222,METAL RESEARCH INC,AL,,"('31-33', 'Manufacturing')","('31-33', 'Manufacturing')","('Unknown', 'Unknown or Unclassified Industries')","('31-33', 'Manufacturing')","('31-33', 'Manufacturing')",Matched (exact_state_full)
38226,METAL-EAGLE II LLC,FL,,,,"('Unknown', 'Unknown or Unclassified Industries')",,"('Unknown', 'Unknown or Unclassified Industries')",Original
